group,Date,Time,open,high,low,close,vol,transaction,vwap,dollar_returns,dollar_returns_log,ema_fast,ema_slow,EWMAC,periodCORR,periodCOV,periodKURT,periodSKEW,periodVAR,Target,bar,sine,leadsine,periodVolStd,VolAdjEMA,longs,shorts,shortFCs,longFCs,FCs,shifted_leadsine,diff_leadsine,position,trend_following,prev_position,new_trade,trade_number,IntraTrade_P_DD,position_stoploss_start,stop_loss,position_with_stoploss,prev_position_with_stoploss,PL,CumPL,Signals,Trades,commission,NetCumPL,NetPL,MaxEquity
0,2019-05-30,00:23:47,151.75,151.75,151.5625,151.6875,325,49281.21875,151.63451923076923,,,151.6875,151.6875,0.0,,,,,,0,0,,,,,0.0,0.0,0.26792232089408385,-0.4479512787387341,-0.0,,,,,,,,,0,1697655636912,0.0,,,,,,,,,
1,2019-05-30,00:49:45,151.6875,151.78125,151.65625,151.78125,326,49457.625,151.71050613496934,0.09375,0.000617856059197841,151.74023437500003,151.735107421875,0.005126953125028422,,,,,,-1,1,,,,,0.0,0.0,0.26792232089408385,-0.4479512787387341,-0.0,,,-0.0,-1.0,,0.0,0.0,93.75,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2019-05-30,01:06:31,151.78125,151.875,151.75,151.78125,325,49335.8125,151.8025,0.0,0.0,151.7574481865285,151.75097139718446,0.006476789344048939,,,,,,0,2,,,,,0.0,0.0,0.26792232089408385,-0.4479512787387341,-0.0,,,-0.0,-1.0,-0.0,0.0,0.0,93.75,0,0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
3,2019-05-30,01:30:01,151.78125,151.78125,151.75,151.78125,325,49324.21875,151.76682692307693,0.0,0.0,151.7657902644231,151.75889951274368,0.006890751679407003,1.0,0.00341796875,2.000000000000002,1.1454053224818188,0.00341796875,0,3,,,0.05846339666834283,1.1786437449910014,1.1786437449910014,0.0,0.26792232089408385,-0.3185428973959995,-0.0,,,-0.0,-1.0,-0.0,0.0,0.0,93.75,0,0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
4,2019-05-30,01:45:06,151.78125,151.8125,151.71875,151.75,326,49477.78125,151.7723351226994,-0.03125,-0.00020590960641087008,151.7608851971971,151.7570066560103,0.003878541186793427,0.9999999999999993,0.0006835937499999997,-0.6122448979591795,-0.5122408325718838,0.0006835937500000002,0,4,,,0.026145625829189865,1.4834378844599283,1.4834378844599283,0.0,0.26792232089408385,-0.28507823396478904,-0.0,,,-0.0,-1.0,-0.0,0.0,0.0,62.5,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2019-05-30,02:34:26,151.75,151.75,151.65625,151.6875,325,49306.09375,151.7110576923077,-0.0625,-0.00041194645278697095,151.739940749217,151.74449863085553,-0.00455788163853299,0.9999999999999993,0.0006835937499999997,-0.6122448979591795,-0.5122408325718838,0.0006835937500000002,0,5,,,0.026145625829189865,-1.7432673703470567,0.0,-1.7432673703470567,0.06551633456597616,-0.4479512787387341,-0.0,,,-0.0,-1.0,-0.0,0.0,0.0,0.0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2019-05-30,03:54:14,151.6875,151.71875,151.625,151.65625,326,49442.1875,151.6631518404908,-0.03125,-0.00020603688133125075,151.7174745152454,151.73067951260066,-0.013204997355245496,0.9999999999999993,0.0006835937499999997,-0.6122448979591795,-0.5122408325718838,0.0006835937500000002,0,6,,,0.026145625829189865,-5.050557000055813,0.0,-5.050557000055813,-0.31848398056678107,-0.4479512787387341,-1.0,,,-0.0,-1.0,-0.0,0.0,0.0,-31.25,0,0,-0.0,-0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
7,2019-05-30,05:08:00,151.65625,151.6875,151.625,151.65625,325,49289.34375,151.65951923076923,0.0,0.0,151.70176529434377,151.72032696784362,-0.018561673499846165,1.0,0.0021484375,0.8677685950413228,0.5516180692881075,0.0021484375,0,7,,,0.046351240544347895,-4.0045688706188445,0.0,-4.0045688706188445,-0.19703717175968855,-0.4479512787387341,-1.0,,,-1.0,-1.0,-0.0,0.0,0.0,-31.25,0,0,-1.0,-0.0,-0.0,0.0,0.0,1.0,2.5,-2.5,-2.5,0.0
8,2019-05-30,06:13:39,151.65625,151.6875,151.5625,151.65625,326,49433.40625,151.63621549079755,0.0,0.0,151.69047476633048,151.7122854567539,-0.021810690423421875,0.9999999999999998,0.004687500000000001,1.7447916666666632,-0.846307423922913,0.004687500000000001,0,8,,,0.06846531968814577,-3.18565523724535,0.0,-3.18565523724535,-0.1019553590097042,-0.4479512787387341,-1.0,,,-1.0,-1.0,-1.0,1.0,1.0,0.0,0,0,-1.0,-1.0,-0.0,0.0,0.0,0.0,2.5,-2.5,-0.0,-0.0
9,2019-05-30,06:28:28,151.65625,151.78125,151.65625,151.71875,325,49312.5625,151.73096153846154,0.0625,0.0004120313202093939,151.6973120621938,151.71302654026695,-0.015714478073164173,0.9999999999999999,0.005859375,-1.7500000000000024,-0.17010345435994337,0.005859375000000001,-1,9,,,0.07654655446197432,-2.0529308188483624,0.0,-2.0529308188483624,0.029562162079404652,-0.4479512787387341,-0.0,,,-1.0,-1.0,-1.0,0.0,1.0,62.5,0,0,-1.0,-1.0,-62.5,-62.5,1.0,0.0,2.5,-65.0,-62.5,-0.0
